Wakefield Council Purchase Card Spend for Quarter 1st July 2018 to 30th September 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PINDERFIELDS HOSPITAL,Travel & Public Transport Expenses,Revenue,23/07/2018,161026,130,5.00,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PINDERFIELDS HOSPITAL,Travel & Public Transport Expenses,Revenue,14/09/2018,161041,287,5.75,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PINDERFIELDS HOSPITAL,Travel & Public Transport Expenses,Revenue,14/09/2018,161041,289,5.75,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PINDERFIELDS HOSPITAL,Travel & Public Transport Expenses,Revenue,09/07/2018,161022,453,6.90,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PINDERFIELDS HOSPITAL,Travel & Public Transport Expenses,Revenue,21/09/2018,161043,84,2.80,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PINDERFIELDS HOSPITAL,Travel & Public Transport Expenses,Revenue,21/09/2018,161043,84,2.80,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PIZZA HUT ,Personal Needs,Revenue,06/08/2018,161031,57,16.40,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PIZZA HUT      ,Assistance to Families (Section 34),Revenue,09/07/2018,161022,250,26.03,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,PLASTIC SHEETS.COM,Materials,Revenue,17/08/2018,161034,16,36.75,Nil,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PLAZA GATE 7,Holidays & Outings,Revenue,28/09/2018,161045,206,80.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,8,Corporate and Democratic Core,PORTMAN JEWELLERS,Civic Gifts / Hospitality,Revenue,14/09/2018,161041,272,80.00,Nil,CLOCK JEWELRY WATCH AND SILVERWARE STORE,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Training Expenses,Revenue,14/09/2018,161041,406,220.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Training Expenses,Revenue,10/07/2018,161023,48,220.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Training Expenses,Revenue,10/07/2018,161023,52,220.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Recruitment Advertising Costs,Revenue,26/07/2018,161029,13,12.73,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Gas,Revenue,09/07/2018,161022,619,20.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Electricity,Revenue,09/07/2018,161022,620,20.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Electricity,Revenue,09/07/2018,161022,816,20.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Materials,Revenue,09/07/2018,161022,206,27.01,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Materials,Revenue,10/08/2018,161032,188,3.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,POST OFFICE COUNTER,General Office Expenses,Revenue,09/07/2018,161022,627,17.85,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,General Office Expenses,Revenue,06/08/2018,161031,358,16.67,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Fees,Revenue,06/08/2018,161031,523,3.81,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,POST OFFICE COUNTER,Fees,Revenue,26/07/2018,161029,18,50.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,POST OFFICE COUNTER,Computer Equipment - Hardware,Revenue,23/07/2018,161026,490,11.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,28/09/2018,161045,243,1.77,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,28/09/2018,161045,49,7.16,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Postage,Revenue,21/09/2018,161043,297,5.42,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Postage,Revenue,09/07/2018,161022,313,23.30,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Postage,Revenue,28/09/2018,161045,81,2.95,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,136,3.29,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,POST OFFICE COUNTER,Postage,Revenue,23/07/2018,161026,910,26.60,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,48,17.60,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,411,48.33,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,168,6.50,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,169,15.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,23/07/2018,161026,957,2.02,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,342,3.70,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,23/07/2018,161026,103,67.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,608,125.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Postage,Revenue,07/09/2018,161038,257,2.87,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,POST OFFICE COUNTER,Postage,Revenue,23/07/2018,161026,891,13.92,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,POST OFFICE COUNTER,Postage,Revenue,26/09/2018,161044,280,16.87,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,27/07/2018,161030,140,12.06,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,A,Net (Surplus) / Deficit of Trading Operations,POST OFFICE COUNTER,Postage,Revenue,17/07/2018,161025,183,14.56,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,N,Planning Services,POST OFFICE COUNTER,Postage,Revenue,28/09/2018,161045,16,38.08,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,21/09/2018,161043,191,67.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,104,38.88,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,24/07/2018,161027,151,37.68,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,POST OFFICE COUNTER,Postage,Revenue,10/07/2018,161023,76,7.50,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,26/09/2018,161044,41,17.98,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Postage,Revenue,06/08/2018,161031,229,6.50,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,09/07/2018,161022,1041,30.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Postage,Revenue,14/08/2018,161033,90,50.50,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Other Telephones & Communications Equipment,Revenue,28/09/2018,161045,71,10.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Other Telephones & Communications Equipment,Revenue,27/07/2018,161030,4,10.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Other Telephones & Communications Equipment,Revenue,26/09/2018,161044,278,51.96,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Educational Visits,Revenue,26/07/2018,161029,116,120.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Holidays & Outings,Revenue,13/07/2018,161024,112,40.20,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POST OFFICE COUNTER,Licences,Revenue,06/08/2018,161031,107,7.48,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Family Assistance - Section  17(6),Revenue,24/08/2018,161035,126,56.87,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POST OFFICE COUNTER,Family Assistance - Section  17(6),Revenue,24/08/2018,161035,127,113.75,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,POST OFFICE SHOP,Printing & Stationery,Revenue,26/09/2018,161044,400,12.19,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Equipment,Revenue,14/08/2018,161033,67,55.00,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POUNDLAND LTD,Equipment,Revenue,09/07/2018,161022,883,2.50,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Equipment,Revenue,31/08/2018,161037,19,4.21,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POUNDLAND LTD,Materials,Revenue,10/07/2018,161023,79,5.00,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POUNDLAND LTD,Materials,Revenue,07/09/2018,161038,386,17.50,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,P,Public Health,POUNDLAND LTD,Materials,Revenue,09/07/2018,161022,1320,15.00,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Materials,Revenue,11/09/2018,161039,196,12.00,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,512,5.08,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Printing & Stationery,Revenue,28/09/2018,161045,190,5.05,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,P,Public Health,POUNDLAND LTD,Health Promotion,Revenue,13/07/2018,161024,292,20.04,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,P,Public Health,POUNDLAND LTD,Health Promotion,Revenue,13/07/2018,161024,291,5.83,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Personal Needs,Revenue,10/08/2018,161032,78,0.88,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Personal Needs,Revenue,10/08/2018,161032,93,2.59,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Personal Needs,Revenue,10/08/2018,161032,79,6.00,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDLAND LTD,Personal Needs,Revenue,10/08/2018,161032,94,9.25,Nil,DISCOUNT STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDSTRETCHER ,Equipment,Revenue,17/08/2018,161034,28,3.98,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,POUNDSTRETCHER ,Equipment,Revenue,28/09/2018,161045,95,14.36,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,POUNDSTRETCHER ,Equipment,Revenue,07/09/2018,161038,1,6.66,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDSTRETCHER ,Equipment,Revenue,13/07/2018,161024,118,4.50,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDSTRETCHER ,Holidays & Outings,Revenue,14/08/2018,161033,136,6.32,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDTOY.COM,Equipment,Revenue,06/08/2018,161031,83,25.15,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDWORLD RETAIL,Equipment,Revenue,17/07/2018,161025,57,10.00,Nil,VARIETY STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDWORLD RETAIL,Equipment,Revenue,07/09/2018,161038,336,11.04,Nil,VARIETY STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDWORLD RETAIL,Equipment,Revenue,13/07/2018,161024,119,2.33,Nil,VARIETY STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,POUNDWORLD RETAIL,Purchase of Food & Drink,Revenue,09/07/2018,161022,511,6.67,Nil,VARIETY STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PPL PRS LTD,Licences,Revenue,13/07/2018,161024,31,693.97,Nil,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREENS NEWSAGENTS,Gas,Revenue,06/08/2018,161031,19,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREENS NEWSAGENTS,Electricity,Revenue,06/08/2018,161031,18,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,PREMIER INN,Training Expenses,Revenue,25/07/2018,161028,15,206.67,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,35,-283.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,146,490.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,114,495.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,80,659.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,81,660.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,65,678.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,99,728.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,26/07/2018,161029,82,775.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,67,57.50,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,16,78.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,4,222.50,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,13,508.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,14,508.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,3,511.50,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,29/08/2018,161036,10,522.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,11/09/2018,161039,132,475.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,10/08/2018,161032,41,659.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,PREMIER INN,Rent,Revenue,24/07/2018,161027,54,-669.00,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
