Created as New Dataset,Sample 012 By Analyst Date Wednesday, January 20 2016
cm-1,A
1214.00,0.1884
1213.00,0.1845
1212.00,0.1807
1211.00,0.1770
1210.00,0.1734
1209.00,0.1701
1208.00,0.1671
1207.00,0.1644
1206.00,0.1623
1205.00,0.1607
1204.00,0.1598
1203.00,0.1594
1202.00,0.1597
1201.00,0.1607
1200.00,0.1622
1199.00,0.1644
1198.00,0.1671
1197.00,0.1704
1196.00,0.1741
1195.00,0.1784
1194.00,0.1834
1193.00,0.1892
1192.00,0.1960
1191.00,0.2036
1190.00,0.2123
1189.00,0.2220
1188.00,0.2326
1187.00,0.2438
1186.00,0.2556
1185.00,0.2676
1184.00,0.2793
1183.00,0.2900
1182.00,0.2989
1181.00,0.3055
1180.00,0.3092
1179.00,0.3099
1178.00,0.3080
1177.00,0.3044
1176.00,0.2998
1175.00,0.2950
1174.00,0.2904
1173.00,0.2863
1172.00,0.2829
1171.00,0.2800
1170.00,0.2776
1169.00,0.2756
1168.00,0.2739
1167.00,0.2722
1166.00,0.2706
1165.00,0.2689
1164.00,0.2670
1163.00,0.2645
1162.00,0.2613
1161.00,0.2576
1160.00,0.2537
1159.00,0.2503
1158.00,0.2479
1157.00,0.2469
1156.00,0.2473
1155.00,0.2487
1154.00,0.2507
1153.00,0.2532
1152.00,0.2557
1151.00,0.2580
1150.00,0.2602
1149.00,0.2622
1148.00,0.2639
1147.00,0.2653
1146.00,0.2664
1145.00,0.2674
1144.00,0.2681
1143.00,0.2687
1142.00,0.2692
1141.00,0.2698
1140.00,0.2704
1139.00,0.2711
1138.00,0.2720
1137.00,0.2732
1136.00,0.2745
1135.00,0.2760
1134.00,0.2776
1133.00,0.2796
1132.00,0.2818
1131.00,0.2843
1130.00,0.2871
1129.00,0.2904
1128.00,0.2941
1127.00,0.2984
1126.00,0.3033
1125.00,0.3089
1124.00,0.3148
1123.00,0.3208
1122.00,0.3265
1121.00,0.3317
1120.00,0.3363
1119.00,0.3402
1118.00,0.3438
1117.00,0.3472
1116.00,0.3508
1115.00,0.3544
1114.00,0.3583
1113.00,0.3625
1112.00,0.3672
1111.00,0.3720
1110.00,0.3772
1109.00,0.3828
1108.00,0.3887
1107.00,0.3947
1106.00,0.4008
1105.00,0.4069
1104.00,0.4131
1103.00,0.4190
1102.00,0.4248
1101.00,0.4308
1100.00,0.4369
1099.00,0.4430
1098.00,0.4493
1097.00,0.4558
1096.00,0.4627
1095.00,0.4697
1094.00,0.4769
1093.00,0.4844
1092.00,0.4925
1091.00,0.5006
1090.00,0.5091
1089.00,0.5182
1088.00,0.5279
1087.00,0.5377
1086.00,0.5476
1085.00,0.5577
1084.00,0.5676
1083.00,0.5767
1082.00,0.5850
1081.00,0.5930
1080.00,0.6006
1079.00,0.6074
1078.00,0.6134
1077.00,0.6188
1076.00,0.6233
1075.00,0.6263
1074.00,0.6277
1073.00,0.6280
1072.00,0.6271
1071.00,0.6246
1070.00,0.6209
1069.00,0.6166
1068.00,0.6117
1067.00,0.6058
1066.00,0.5992
1065.00,0.5922
1064.00,0.5848
1063.00,0.5765
1062.00,0.5675
1061.00,0.5582
1060.00,0.5487
1059.00,0.5388
1058.00,0.5289
1057.00,0.5197
1056.00,0.5115
1055.00,0.5042
1054.00,0.4980
1053.00,0.4931
1052.00,0.4892
1051.00,0.4859
1050.00,0.4831
1049.00,0.4810
1048.00,0.4798
1047.00,0.4793
1046.00,0.4798
1045.00,0.4814
1044.00,0.4841
1043.00,0.4873
1042.00,0.4909
1041.00,0.4945
1040.00,0.4977
1039.00,0.5000
1038.00,0.5011
1037.00,0.5014
1036.00,0.5008
1035.00,0.4991
1034.00,0.4964
1033.00,0.4932
1032.00,0.4893
1031.00,0.4848
1030.00,0.4797
1029.00,0.4745
1028.00,0.4689
1027.00,0.4630
1026.00,0.4567
1025.00,0.4504
1024.00,0.4441
1023.00,0.4374
1022.00,0.4305
1021.00,0.4237
1020.00,0.4171
1019.00,0.4109
1018.00,0.4052
1017.00,0.4006
1016.00,0.3969
1015.00,0.3943
1014.00,0.3926
1013.00,0.3916
1012.00,0.3903
1011.00,0.3870
1010.00,0.3806
1009.00,0.3712
1008.00,0.3598
1007.00,0.3480
1006.00,0.3373
1005.00,0.3279
1004.00,0.3196
1003.00,0.3121
1002.00,0.3052
1001.00,0.2988
1000.00,0.2928
999.00,0.2870
998.00,0.2816
997.00,0.2765
996.00,0.2717
995.00,0.2671
994.00,0.2627
993.00,0.2586
992.00,0.2548
991.00,0.2510
990.00,0.2475
989.00,0.2441
988.00,0.2408
987.00,0.2376
986.00,0.2345
985.00,0.2316
984.00,0.2287
983.00,0.2260
982.00,0.2233
981.00,0.2207
980.00,0.2182
979.00,0.2158
978.00,0.2136
977.00,0.2114
976.00,0.2094
975.00,0.2075
974.00,0.2057
973.00,0.2042
972.00,0.2028
971.00,0.2015
970.00,0.2003
969.00,0.1992
968.00,0.1982
967.00,0.1972
966.00,0.1961
965.00,0.1951
964.00,0.1941
963.00,0.1931
962.00,0.1921
961.00,0.1913
960.00,0.1904
959.00,0.1896
958.00,0.1888
957.00,0.1880
956.00,0.1871
955.00,0.1862
954.00,0.1853
953.00,0.1844
952.00,0.1834
951.00,0.1823
950.00,0.1813
949.00,0.1803
948.00,0.1794
947.00,0.1785
946.00,0.1777
945.00,0.1770
944.00,0.1764
943.00,0.1759
942.00,0.1754
941.00,0.1750
940.00,0.1746
939.00,0.1742
938.00,0.1738
937.00,0.1734
936.00,0.1729
935.00,0.1722
934.00,0.1715
933.00,0.1706
932.00,0.1695
931.00,0.1683
930.00,0.1670
929.00,0.1655
928.00,0.1639
927.00,0.1621
926.00,0.1604
925.00,0.1586
924.00,0.1568
923.00,0.1550
922.00,0.1533
921.00,0.1516
920.00,0.1500
919.00,0.1483
918.00,0.1466
917.00,0.1448
916.00,0.1429
915.00,0.1409
914.00,0.1387
913.00,0.1363
912.00,0.1338
911.00,0.1312
910.00,0.1285
909.00,0.1259
908.00,0.1235
907.00,0.1211
906.00,0.1189
905.00,0.1169
904.00,0.1148
903.00,0.1129
902.00,0.1111
901.00,0.1093
900.00,0.1077
899.00,0.1062
898.00,0.1048
897.00,0.1035
896.00,0.1022
895.00,0.1009
894.00,0.0997
893.00,0.0985
892.00,0.0974
891.00,0.0964
890.00,0.0959
889.00,0.0964
888.00,0.0987
887.00,0.1041
886.00,0.1130
885.00,0.1247
884.00,0.1378
883.00,0.1510
882.00,0.1646
881.00,0.1804
880.00,0.2006
879.00,0.2262
878.00,0.2560
877.00,0.2868
876.00,0.3142
875.00,0.3338
874.00,0.3428
873.00,0.3400
872.00,0.3263
871.00,0.3049
870.00,0.2803
869.00,0.2568
868.00,0.2365
867.00,0.2201
866.00,0.2070
865.00,0.1965
864.00,0.1877
863.00,0.1803
862.00,0.1738
861.00,0.1680
860.00,0.1629
859.00,0.1582
858.00,0.1541
857.00,0.1505
856.00,0.1472
855.00,0.1444
854.00,0.1421
853.00,0.1403
852.00,0.1393
851.00,0.1396
850.00,0.1417
849.00,0.1450
848.00,0.1486
847.00,0.1515
846.00,0.1537
845.00,0.1560
844.00,0.1590
843.00,0.1631
842.00,0.1681
841.00,0.1740
840.00,0.1808
839.00,0.1888
838.00,0.1979
837.00,0.2084
836.00,0.2203
835.00,0.2336
834.00,0.2482
833.00,0.2639
832.00,0.2804
831.00,0.2970
830.00,0.3128
829.00,0.3267
828.00,0.3372
827.00,0.3424
826.00,0.3408
825.00,0.3322
824.00,0.3172
823.00,0.2979
822.00,0.2770
821.00,0.2567
820.00,0.2385
819.00,0.2229
818.00,0.2101
817.00,0.2000
816.00,0.1924
815.00,0.1870
814.00,0.1839
813.00,0.1828
812.00,0.1839
811.00,0.1869
810.00,0.1921
809.00,0.1995
808.00,0.2092
807.00,0.2210
806.00,0.2346
805.00,0.2496
804.00,0.2654
803.00,0.2812
802.00,0.2963
801.00,0.3102
800.00,0.3222
799.00,0.3312
798.00,0.3362
797.00,0.3366
796.00,0.3321
795.00,0.3235
794.00,0.3121
793.00,0.2995
792.00,0.2869
791.00,0.2751
790.00,0.2647
789.00,0.2562
788.00,0.2499
787.00,0.2461
786.00,0.2451
785.00,0.2472
784.00,0.2523
783.00,0.2602
782.00,0.2703
781.00,0.2813
780.00,0.2917
779.00,0.2994
778.00,0.3032
777.00,0.3023
776.00,0.2972
775.00,0.2891
774.00,0.2797
773.00,0.2701
772.00,0.2612
771.00,0.2532
770.00,0.2462
769.00,0.2400
768.00,0.2344
767.00,0.2290
766.00,0.2240
765.00,0.2193
764.00,0.2150
763.00,0.2113
762.00,0.2084
761.00,0.2064
760.00,0.2055
759.00,0.2057
758.00,0.2070
757.00,0.2094
756.00,0.2126
755.00,0.2163
754.00,0.2201
753.00,0.2236
752.00,0.2264
751.00,0.2280
750.00,0.2279
749.00,0.2260
748.00,0.2220
747.00,0.2162
746.00,0.2092
745.00,0.2016
744.00,0.1939
743.00,0.1867
742.00,0.1807
741.00,0.1761
740.00,0.1730
739.00,0.1713
738.00,0.1704
737.00,0.1694
736.00,0.1677
735.00,0.1651
734.00,0.1620
733.00,0.1590
732.00,0.1566
731.00,0.1552
730.00,0.1546
729.00,0.1543
728.00,0.1536
727.00,0.1521
726.00,0.1498
725.00,0.1467
724.00,0.1432
723.00,0.1399
722.00,0.1369
721.00,0.1346
720.00,0.1334
719.00,0.1342
718.00,0.1381
717.00,0.1463
716.00,0.1601
715.00,0.1794
714.00,0.2011
713.00,0.2188
712.00,0.2263
711.00,0.2215
710.00,0.2086
709.00,0.1936
708.00,0.1805
707.00,0.1707
706.00,0.1639
705.00,0.1593
704.00,0.1565
703.00,0.1550
702.00,0.1552
701.00,0.1573
700.00,0.1616
699.00,0.1681
698.00,0.1759
697.00,0.1837
696.00,0.1897
695.00,0.1925
694.00,0.1917
693.00,0.1880
692.00,0.1825
691.00,0.1764
690.00,0.1706
689.00,0.1653
688.00,0.1608
687.00,0.1569
686.00,0.1537
685.00,0.1510
684.00,0.1485
683.00,0.1462
682.00,0.1441
681.00,0.1424
680.00,0.1410
679.00,0.1398
678.00,0.1388
677.00,0.1379
676.00,0.1371
675.00,0.1365
674.00,0.1359
673.00,0.1354
672.00,0.1348
671.00,0.1341
670.00,0.1334
669.00,0.1327
668.00,0.1320
667.00,0.1312
666.00,0.1303
665.00,0.1295
664.00,0.1287
663.00,0.1279
662.00,0.1273
661.00,0.1268
660.00,0.1262
659.00,0.1256
658.00,0.1250
657.00,0.1246
656.00,0.1242
655.00,0.1239
654.00,0.1236
653.00,0.1233
652.00,0.1228
651.00,0.1222
650.00,0.1218
649.00,0.1215
648.00,0.1212
647.00,0.1210
646.00,0.1208
645.00,0.1208
644.00,0.1210
643.00,0.1214
642.00,0.1221
641.00,0.1230
640.00,0.1236
639.00,0.1237
638.00,0.1231
637.00,0.1219
636.00,0.1203
635.00,0.1189
634.00,0.1179
633.00,0.1173
632.00,0.1170
631.00,0.1167
630.00,0.1166
629.00,0.1166
628.00,0.1165
627.00,0.1162
626.00,0.1160
625.00,0.1158
624.00,0.1155
623.00,0.1153
622.00,0.1153
621.00,0.1153
620.00,0.1152
619.00,0.1150
618.00,0.1151
617.00,0.1153
616.00,0.1154
615.00,0.1155
614.00,0.1156
613.00,0.1158
612.00,0.1159
611.00,0.1160
610.00,0.1163
609.00,0.1166
608.00,0.1167
607.00,0.1168
606.00,0.1172
605.00,0.1179
604.00,0.1186
603.00,0.1190
602.00,0.1192
601.00,0.1195
600.00,0.1198
