Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,21/09/2018,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,DEPARTMENT FOR WORK & PENSIONS,5100043768,39219.01,Monthly Royal Mail charges,FY5 3TA,,,,
HMRC,HMRC,21/09/2018,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,DEPARTMENT FOR WORK & PENSIONS,5100043771,104385.43,Monthly Royal Mail charges,FY5 3TA,,,,
HMRC,HMRC,21/09/2018,Contin Labor Build,Digital,OPENCAST SOFTWARE EUROPE LTD,5100043774,159340.8,Contractor software development,NE6 2HL,,,,
HMRC,HMRC,21/09/2018,Research (VAT rec),Centre for Data Exploitation,IFF RESEARCH LTD,5100043805,29000,Research Services,N1 6DD,,,,
HMRC,HMRC,21/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100043830,120762.31,Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,21/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100043831,23523.57,Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,24/09/2018,Media Monitoring,Corporate Communications,NLA MEDIA ACCESS LTD,5100044351,81644.2,Media Monitoring,TN1 1HJ,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044378,28896.48,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044379,76416.67,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044383,92436.47,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Contract Besp SW Dev,Customs Transformation,TECKNUOVO LTD,5100044397,150000,Customs Declaration Service - Specialist Support,N1 7GU,,,,
HMRC,HMRC,24/09/2018,Soft Licen Off shelf,Information Management Services,SOFTWARE BOX LTD,5100044413,699538.52,Subscription Software Licence,YO61 1ET,,,,
HMRC,HMRC,24/09/2018,Research (VAT rec),Centre for Data Exploitation,IFF RESEARCH LTD,5100044415,58955,Research Services,N1 6DD,,,,
HMRC,HMRC,24/09/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100044484,39949.33,Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,24/09/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100044487,671350.46,Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044501,25995.95,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044502,59022.35,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044503,90569.75,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044504,66191.82,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044506,51991.9,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,24/09/2018,Desks,CFO Transformation Programmes,TRIUMPH FURNITURE LTD,5100044509,2422.39,Purchase of furniture for London 100 Parliament Street (July 2018),CF48  1YH,,,,
HMRC,HMRC,24/09/2018,Desks,CFO Transformation Programmes,TRIUMPH FURNITURE LTD,5100044509,73191.93,Purchase of furniture for London 100 Parliament Street (September 2018),CF48  1YH,,,,
HMRC,HMRC,25/09/2018,Professional Fees and Subscriptions,Customs & Indirect Tax Policy,WORLD CUSTOMS ORGANISATION,1900273622,523561.13,Professional Fees and Subscriptions,.,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,195.01,Amazon Web Services Hosting Aug-18,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,256.44,Amazon Web Services T&R Hosting Aug-18,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,539.01,System Maintenance,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,1175.24,System Maintenance,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,2199.95,Amazon Web services cloud hosting charges,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,CDIO Transformation Programmes,AMAZON WEB SERVICES,1900273631,4099.7,System Maintenance fees,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,10247.59,Amazon Web services cloud hosting charges,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,10644.88,System Maintenance,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,15547.29,Amazon Web Services CM Hosting Aug-18,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Digital,AMAZON WEB SERVICES,1900273631,19232.79,System Maintenance for Cloud Hosting services,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Digital,AMAZON WEB SERVICES,1900273631,33930.66,System Maintenance for Cloud Hosting services,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,84331.17,System Maintenance,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,99834.97,Amazon Web Services - Aug-18  - Cloud DG,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,160059.78,Amazon Web Services Hosting Aug-18,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,276279.84,System Maintenance,98109-5210,,,,
HMRC,HMRC,25/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900273631,343529.58,Cloud Hosting charges,98109-5210,,,,
HMRC,HMRC,25/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100044518,82610,Desktop Managed Service - Surface Pro Rollout,W1U 3BW,,,,
HMRC,HMRC,25/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100044519,408030,Desktop Managed Service - Surface Pro Rollout,W1U 3BW,,,,
HMRC,HMRC,25/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100044520,135246,Desktop Managed Service - Switch Refresh,W1U 3BW,,,,
HMRC,HMRC,25/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100044521,67320,Desktop Managed Service - Surface Pro Rollout,W1U 3BW,,,,
HMRC,HMRC,25/09/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100044527,173885.88,Government Gateway Core Services,WV10 6UH,,,,
HMRC,HMRC,25/09/2018,Hard FM Services,Estates,ENGIE BUILDINGS LTD,5100044571,39403.64,Facilities Management - Hard FM costs at London Jubilee House (August 2018),NE12 8EX,,,,
HMRC,HMRC,25/09/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100044582,216729.45,Government Gateway Development Services,WV10 6UH,,,,
HMRC,HMRC,25/09/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100044587,164266.11,Government Gateway Hosting Services,WV10 6UH,,,,
HMRC,HMRC,25/09/2018,Contract Besp SW Dev,Information Management Services,PEOPLE SOURCE CONSULTING,5100044607,1310987.5,Contingency Labour Run ,BS1 6BA,,,,
HMRC,HMRC,25/09/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100044612,105831.39,Desktop Managed Serv,RG12 IHN,,,,
HMRC,HMRC,25/09/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100044625,223232.62,Government Gateway Core Services,WV10 6UH,,,,
HMRC,HMRC,25/09/2018,Employee education,HR,CSL - KPMG LLP,5100044636,58145.43,Employee education,E14 5GL,,,,
HMRC,HMRC,25/09/2018,Marketing Promotion,CS Transformation Programmes,ADAMANDEVE DDB,5100044637,26664,Marketing Promotion,W2 6AA,,,,
HMRC,HMRC,25/09/2018,Next Day Del. Closed,Estates,TNT UK LTD,5100044639,270809.49,Courier Services,BL0 9AR,,,,
HMRC,HMRC,25/09/2018,100 PS Service Charg,Estates,EXCHEQUER PARTNERSHIP No2 PLC,5100044665,88215.37,Monthly charge for fully serviced accommodation at London 100 Parliament Street (September 2018),M1 4HB,,,,
HMRC,HMRC,25/09/2018,100 PS Service Charg,Estates,EXCHEQUER PARTNERSHIP No2 PLC,5100044665,2117168.77,Monthly charge for fully serviced accommodation at London 100 Parliament Street (September 2018),M1 4HB,,,,
HMRC,HMRC,25/09/2018,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100044666,1709694.22,Charges for accommodation provided under the Newcastle Private Finance Initiative contract (August 2018),BS1 4DJ,,,,
HMRC,HMRC,25/09/2018,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100044666,1709694.23,Charges for accommodation provided under the Newcastle Private Finance Initiative contract (August 2018),BS1 4DJ,,,,
HMRC,HMRC,25/09/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100044669,3134593.37,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract (September 2018),WD17 1HN,,,,
HMRC,HMRC,25/09/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100044669,9926212.32,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract (September 2018),WD17 1HN,,,,
HMRC,HMRC,25/09/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100044670,8988.14,Monthly charge Correction for Newton Abbot Sherborne House and CFO Rayleigh (September 2018),WD17 1HN,,,,
HMRC,HMRC,25/09/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100044670,28462.46,Monthly charge Correction for Newton Abbot Sherborne House and CFO Rayleigh (September 2018),WD17 1HN,,,,
HMRC,HMRC,26/09/2018,Ombudsman services,HR,ACCENTURE (UK) LTD,5100044596,66100,Ombudsman services,EC3M 3BD,,,,
HMRC,HMRC,26/09/2018,Ombudsman services,HR,ACCENTURE (UK) LTD,5100044599,58391,Ombudsman services,EC3M 3BD,,,,
HMRC,HMRC,26/09/2018,Research (VAT rec),Centre for Data Exploitation,IFF RESEARCH LTD,5100044685,25868,Research Services,N1 6DD,,,,
HMRC,HMRC,26/09/2018,Research (VAT rec),Centre for Data Exploitation,IFF RESEARCH LTD,5100044691,34500,Research Services,N1 6DD,,,,
HMRC,HMRC,26/09/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100044694,1579.5,EDM Change work,EC4N 1SP,,,,
HMRC,HMRC,26/09/2018,Consultancy  IT,Information Management Services,EDM GROUP LTD,5100044694,22273.5,EDM Change work,EC4N 1SP,,,,
HMRC,HMRC,26/09/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100044707,67773.4,Government Gateway Print and PIN Services,WV10 6UH,,,,
HMRC,HMRC,26/09/2018,Proprietry sys maint,Information Management Services,Department for Work and Pensions,5100044711,62210.72,These are recharges to DWP for Hosting the Child Benefit system,FY5 3TA,,,,
HMRC,HMRC,26/09/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100044792,51013.2,Government Gateway Changes,WV10 6UH,,,,
HMRC,HMRC,26/09/2018,Employee education,Fraud Investigation Service,CSL - KORN FERRY HAY GROUP,5100044794,28915,Employee education,SW1Y 6QB,,,,
HMRC,HMRC,26/09/2018,Maintenance fees,Customs Transformation,SPECIALIST COMPUTER CTR,5100044797,46282,Customs Declaration Management Service Support,B11 2LE,,,,
HMRC,HMRC,26/09/2018,OHS,HR,HEALTH MANAGEMENT LTD,5100044827,22384.03,OHS,BN8 5NN,,,,
HMRC,HMRC,26/09/2018,Marketing Promotion,Corporate Communications,CARAT,5100044839,17408.88,Marketing Promotion,NW1 3BF,,,,
HMRC,HMRC,26/09/2018,Marketing Promotion,Corporate Communications,CARAT,5100044839,87125.32,Marketing Promotion,NW1 3BF,,,,
HMRC,HMRC,26/09/2018,Network Voice Serv,Information Management Services,VODAFONE LTD,5100044841,-659.17,Network Voice Serv,RG14 5FF,,,,
HMRC,HMRC,26/09/2018,Network Voice Serv,Information Management Services,VODAFONE LTD,5100044841,85111.07,Network Voice Serv,RG14 5FF,,,,
HMRC,HMRC,26/09/2018,Data Purchases,Benefits & Credits Delivery,IFF RESEARCH LTD,5100044876,25845.6,Data Purchases,N1 6DD,,,,
HMRC,HMRC,27/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100044773,93206.53,Desktop Managed Service - W10 1703 Deployment,W1U 3BW,,,,
HMRC,HMRC,27/09/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100044774,28826.53,Desktop Managed Service - Anti Virus Ph3 Rollout,W1U 3BW,,,,
HMRC,HMRC,27/09/2018,Court Fees,Debt Management,THE INSOLVENCY SERVICE,5100044880,170445,Court Fees,B4 6FD,,,,
HMRC,HMRC,27/09/2018,Telephone Support,Operational Excellence & Output Mgmt,KCOM GROUP PLC,5100044939,157436.02,Telephone Support,HU1 3RE,,,,
HMRC,HMRC,27/09/2018,Marketing Promotion,Corporate Communications,GfK UK Ltd,5100044959,23940,Marketing Promotion,E14 5LQ,,,,
HMRC,HMRC,27/09/2018,Temp clerical/admin,Commercial Directorate,BUYINGTEAM LTD t/a Proxima,5100045023,23970,Expenditure relates to the provision of services by the Commercial Delivery Team - 'BuyingTeam Ltd trading as Proxima' during the month of August 2018.,EC2V 6DN,,,,
HMRC,HMRC,27/09/2018,Marketing Promotion,Corporate Communications,ADAMANDEVE DDB,5100045127,72731.52,Marketing Promotion,W2 6AA,,,,
HMRC,HMRC,27/09/2018,Proprietry sys maint,Information Management Services,Department for Work and Pensions,5100045159,113938.69,These are recharges to DWP for Hosting the Child Benefit system,FY5 3TA,,,,
HMRC,HMRC,28/09/2018,P04 Rate IT Serv Res,Customs Transformation,BLOOM PROCUREMENT SERVICES LTD,5100046013,537789.7,Customs Declaration Service - IT Support,NE1 3DY,,,,
HMRC,HMRC,28/09/2018,Contin Labor Build,Digital,EQUAL EXPERTS UK LTD,5100046068,384112.5,Contractor software development,WC1H 9BB,,,,
HMRC,HMRC,28/09/2018,Contin Labor Build,Digital,EQUAL EXPERTS UK LTD,5100046070,77393.75,Contractor software development,WC1H 9BB,,,,
HMRC,HMRC,28/09/2018,Legal Service Sol's,Solicitors Office,GOVERNMENT LEGAL DEPARTMENT,5100046097,681.3,Legal Service Sol's,WC2B 4TS,,,,
HMRC,HMRC,28/09/2018,Legal Service Sol's,Solicitors Office,GOVERNMENT LEGAL DEPARTMENT,5100046097,151095.51,Legal Service Sol's,WC2B 4TS,,,,
