Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-430660-45278,"97,849.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-430660-45278,"111,650.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-430368-45023,"614,479.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-430660-45278,"1,958,513.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-430369-45072,"62,626.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430498-45147,"27,722.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430661-45268,"46,944.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430661-45268,"52,424.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430661-45268,"77,978.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430661-45268,"102,689.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430592-45148,"124,620.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430370-45004,"1,044,427.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430661-45268,"2,936,239.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-430661-45268,"4,737,848.85",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690614,"61,667.09",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690613,"25,902.99",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690622,"47,093.53",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690620,"29,949.52",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690615,"33,076.73",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690619,"69,414.51",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690618,"55,934.01",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690621,"25,379.79",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690628,"46,694.90",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,690612,"34,716.49",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,HAMMERSMITH AND FULHAM PCT,ERS-430505-45112,"37,499.00",
Department of Health,Department of Health,15/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592293,"29,700.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-430374-45062,"26,102.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,HERTFORDSHIRE PCT,ERS-430490-45119,"29,673.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,HUMBER NHS FOUNDATION TRUST,ERS-430376-45049,"52,036.00",
Department of Health,Department of Health,15/04/2011,Conferences and Seminars,INFORMATICS,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12814606,"83,025.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430664-45309,"142,646.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430664-45309,"312,104.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430377-45074,"1,969,191.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430664-45309,"5,649,646.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-430665-45316,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,INSTITUTE OF CANCER RESEARCH (ICR),ERS-430666-45336,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,INSTITUTE OF CANCER RESEARCH (ICR),ERS-430666-45336,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,INSTITUTE OF CANCER RESEARCH (ICR),ERS-430666-45336,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-430668-45269,"23,260.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-430668-45269,"140,070.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-430379-45008,"143,242.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-430668-45269,"282,842.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,KINGS COLLEGE LONDON,ERS-430670-45318,"825,674.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-430380-45057,"47,590.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-430584-45202,"30,094.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-430671-45307,"100,087.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-430381-45069,"118,083.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-430671-45307,"1,400,927.07",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS PCT,ERS-430383-44952,"76,765.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS PCT,ERS-430672-45248,"86,275.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"14,498.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"25,375.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430506-45167,"44,017.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430604-45168,"74,938.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"104,291.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"105,892.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430468-45033,"126,959.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"306,208.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430384-45032,"359,384.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"547,883.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-430673-45285,"3,305,130.79",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-430674-45320,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-430674-45320,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-430674-45320,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-430674-45320,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-430674-45320,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEICESTER CITY PCT,ERS-430385-44960,"27,548.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEICESTER UNIVERSITY OF,ERS-430675-45321,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEICESTER UNIVERSITY OF,ERS-430675-45321,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEICESTER UNIVERSITY OF,ERS-430675-45321,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LEICESTER UNIVERSITY OF,ERS-430675-45321,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL PCT,ERS-430389-44956,"51,695.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL UNIVERSITY OF,ERS-430676-45322,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL UNIVERSITY OF,ERS-430676-45322,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL UNIVERSITY OF,ERS-430676-45322,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL UNIVERSITY OF,ERS-430676-45322,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL UNIVERSITY OF,ERS-430529-45098,"91,737.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,ERS-430390-44990,"25,640.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-430677-45315,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-430677-45315,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,ERS-430679-45302,"980,248.16",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-430680-45339,"24,215.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-430680-45339,"105,926.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-430680-45339,"143,175.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-430391-45076,"216,182.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430564-45104,"36,574.08",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430681-45325,"40,093.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MANCHESTER UNIVERSITY OF,ERS-430555-45103,"44,314.19",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MEDWAY TEACHING PCT,ERS-430485-45115,"29,349.00",
Department of Health,Department of Health,15/04/2011,Addition Clearing - SW LIC,WORKFORCE,METHODS CONSULTING,100014135,"43,170.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MID ESSEX PCT,ERS-430481-45126,"26,628.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-430682-45279,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-430395-45024,"298,267.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-430682-45279,"924,122.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-430683-45326,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-430684-45338,"177,548.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-430684-45338,"177,599.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-430684-45338,"178,058.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-430684-45338,"182,637.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-430398-45075,"347,238.00",
Department of Health,Department of Health,15/04/2011,Revenue Grants to Other Bodies,WORKFORCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-430735-45241,"25,000,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NHS DIRECT NHS TRUST,ERS-430685-45337,"105,907.00",
Department of Health,Department of Health,15/04/2011,Contr Other External,INFORMATICS,NHS INFORMATION CENTRE,12799594,"28,262.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-430593-45155,"38,552.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-430686-45272,"96,415.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-430399-45014,"135,844.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-430686-45272,"1,259,411.40",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH BRISTOL NHS TRUST,ERS-430687-45298,"104,291.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH BRISTOL NHS TRUST,ERS-430687-45298,"104,875.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH BRISTOL NHS TRUST,ERS-430402-45050,"152,647.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH EAST ESSEX PCT,ERS-430586-45125,"48,566.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH EAST ESSEX PCT,ERS-430688-45252,"1,622,525.85",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-430403-44980,"72,875.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH STAFFORDSHIRE PCT,ERS-430602-45123,"44,667.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH STAFFORDSHIRE PCT,ERS-430405-44961,"141,789.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH STAFFORDSHIRE PCT,ERS-430689-45249,"1,960,763.16",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430406-45048,"75,182.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430591-45185,"78,116.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430690-45297,"105,560.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430690-45296,"2,815,622.94",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTH YORKSHIRE & YORK PCT,ERS-430407-44958,"53,976.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-430509-45200,"26,429.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-430408-45065,"89,851.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-430409-45043,"70,277.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM CITY PCT,ERS-430410-44944,"55,159.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM CITY PCT,ERS-430692-45243,"75,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM CITY PCT,ERS-430692-45242,"147,271.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430489-45197,"30,980.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430538-45198,"35,734.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430600-45199,"51,756.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45305,"87,842.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45305,"104,291.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,"290,817.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,"312,864.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,"330,245.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430411-45063,"500,610.00",
