"Departmental Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Vat Registration Num"
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-430665-45316",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-430665-45316",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-430665-45316",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-430665-45316",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-430665-45316",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","INSTITUTE OF CANCER RESEARCH (ICR)","ERS-430666-45336",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","INSTITUTE OF CANCER RESEARCH (ICR)","ERS-430666-45336",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","INSTITUTE OF CANCER RESEARCH (ICR)","ERS-430666-45336",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","ERS-430668-45269",23260,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","ERS-430668-45269",140070,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","ERS-430379-45008",143242,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","ERS-430668-45269",282842,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","KINGS COLLEGE LONDON","ERS-430670-45318",825674,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LANCASHIRE CARE NHS FOUNDATION TRUST","ERS-430380-45057",47590,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430584-45202",30094,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430671-45307",100087,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430381-45069",118083,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430671-45307",1400927.07,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS PCT","ERS-430383-44952",76765,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS PCT","ERS-430672-45248",86275,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",14498,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",25375,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430506-45167",44017,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430604-45168",74938,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",104291,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",105892,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430468-45033",126959,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",306208,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430384-45032",359384,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",547883,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS TEACHING HOSPITAL NHS TRUST","ERS-430673-45285",3305130.79,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS UNIVERSITY OF","ERS-430674-45320",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS UNIVERSITY OF","ERS-430674-45320",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS UNIVERSITY OF","ERS-430674-45320",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS UNIVERSITY OF","ERS-430674-45320",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEEDS UNIVERSITY OF","ERS-430674-45320",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEICESTER CITY PCT","ERS-430385-44960",27548,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEICESTER UNIVERSITY OF","ERS-430675-45321",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEICESTER UNIVERSITY OF","ERS-430675-45321",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEICESTER UNIVERSITY OF","ERS-430675-45321",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LEICESTER UNIVERSITY OF","ERS-430675-45321",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL PCT","ERS-430389-44956",51695,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL UNIVERSITY OF","ERS-430676-45322",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL UNIVERSITY OF","ERS-430676-45322",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL UNIVERSITY OF","ERS-430676-45322",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL UNIVERSITY OF","ERS-430676-45322",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL UNIVERSITY OF","ERS-430529-45098",91737,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST","ERS-430390-44990",25640,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE","ERS-430677-45315",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE","ERS-430677-45315",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MAIDSTONE & TUNBRIDGE WELLS NHS TRUST","ERS-430679-45302",980248.16,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST","ERS-430680-45339",24215,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST","ERS-430680-45339",105926,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST","ERS-430680-45339",143175,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST","ERS-430391-45076",216182,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430564-45104",36574.08,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430681-45325",40093,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MANCHESTER UNIVERSITY OF","ERS-430555-45103",44314.19,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MEDWAY TEACHING PCT","ERS-430485-45115",29349,""
"Department of Health","Department of Health",2011-04-15,"Addition Clearing - SW LIC","WORKFORCE","METHODS CONSULTING","100014135",43170,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MID ESSEX PCT","ERS-430481-45126",26628,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","ERS-430682-45279",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","ERS-430395-45024",298267,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","ERS-430682-45279",924122,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NEWCASTLE UNIVERSITY","ERS-430683-45326",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NHS BLOOD AND TRANSPLANT (NHSBT)","ERS-430684-45338",177548,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NHS BLOOD AND TRANSPLANT (NHSBT)","ERS-430684-45338",177599,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NHS BLOOD AND TRANSPLANT (NHSBT)","ERS-430684-45338",178058,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NHS BLOOD AND TRANSPLANT (NHSBT)","ERS-430684-45338",182637,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NHS BLOOD AND TRANSPLANT (NHSBT)","ERS-430398-45075",347238,""
"Department of Health","Department of Health",2011-04-15,"Revenue Grants to Other Bodies","WORKFORCE","NHS BUSINESS SERVICES AUTHORITY (NHSBSA)","ERS-430735-45241",2.5e+07,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NHS DIRECT NHS TRUST","ERS-430685-45337",105907,""
"Department of Health","Department of Health",2011-04-15,"Contr Other External","INFORMATICS","NHS INFORMATION CENTRE","12799594",28262,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","ERS-430593-45155",38552,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","ERS-430686-45272",96415,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","ERS-430399-45014",135844,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","ERS-430686-45272",1259411.4,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH BRISTOL NHS TRUST","ERS-430687-45298",104291,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH BRISTOL NHS TRUST","ERS-430687-45298",104875,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH BRISTOL NHS TRUST","ERS-430402-45050",152647,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH EAST ESSEX PCT","ERS-430586-45125",48566,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH EAST ESSEX PCT","ERS-430688-45252",1622525.85,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH EAST LONDON NHS FOUNDATION TRUST","ERS-430403-44980",72875,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH STAFFORDSHIRE PCT","ERS-430602-45123",44667,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH STAFFORDSHIRE PCT","ERS-430405-44961",141789,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH STAFFORDSHIRE PCT","ERS-430689-45249",1960763.16,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH WEST LONDON HOSPITALS NHS TRUST","ERS-430406-45048",75182,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH WEST LONDON HOSPITALS NHS TRUST","ERS-430591-45185",78116,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH WEST LONDON HOSPITALS NHS TRUST","ERS-430690-45297",105560,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH WEST LONDON HOSPITALS NHS TRUST","ERS-430690-45296",2815622.94,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTH YORKSHIRE & YORK PCT","ERS-430407-44958",53976,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST","ERS-430509-45200",26429,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST","ERS-430408-45065",89851,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","ERS-430409-45043",70277,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM CITY PCT","ERS-430410-44944",55159,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM CITY PCT","ERS-430692-45243",75000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM CITY PCT","ERS-430692-45242",147271,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430489-45197",30980,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430538-45198",35734,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430600-45199",51756,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430693-45305",87842,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430693-45305",104291,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430693-45304",290817,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430693-45304",312864,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430693-45304",330245,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430411-45063",500610,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430693-45304",2989500.34,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY OF","ERS-430694-45327",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY OF","ERS-430694-45327",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY OF","ERS-430694-45327",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAM UNIVERSITY OF","ERS-430694-45327",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAMSHIRE COUNTY TEACHING PCT","ERS-430412-44954",51180,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","ERS-430413-44997",63873,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","ERS-430469-44998",78457,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","ERS-430695-45265",610250,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NUFFIELD ORTHOPAEDIC NHS TRUST","ERS-430696-45259",96176,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NUFFIELD ORTHOPAEDIC NHS TRUST","ERS-430414-44982",177463,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","NUFFIELD ORTHOPAEDIC NHS TRUST","ERS-430696-45259",397361,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD HEALTH NHS FOUNDATION TRUST","ERS-430697-45276",101419,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD HEALTH NHS FOUNDATION TRUST","ERS-430416-45021",157661,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430698-45292",13357,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430502-45177",48704,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430599-45180",60872,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430415-45045",1329514,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430698-45292",2599416.83,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430698-45292",3552358,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORD UNIVERSITY","ERS-430699-45328",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORDSHIRE PCT","ERS-430700-45253",70840,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORDSHIRE PCT","ERS-430700-45253",92310,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORDSHIRE PCT","ERS-430700-45253",105866,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","OXFORDSHIRE PCT","ERS-430417-44968",201503,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","ERS-430418-44994",41319,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-881",131747.63,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-935",69571.25,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-306",29856.05,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-203",26008.4,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-209",25223.4,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-316",31769.45,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-317",28096.25,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-210",26334.13,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-211",26857.78,""
