F1,F11,F2,F3,F4,F5,F7,F8,F9,F10,F6
Adult and Culture,,Social Services,Third Party Payments,42177,NORTHUMBERLAND COUNTY COUNCIL,Revenue,1E20A,SB Independent Schools,2757.73,6613736
Adult and Culture,,Social Services,Third Party Payments,42177,NORTHUMBERLAND COUNTY COUNCIL,Revenue,1E20A,SB Independent Schools,3343.59,6613740
Adult and Culture,,Social Services,Appropriations,42185,NORTHUMBERLAND COUNTY COUNCIL,Revenue,1DF02,Staffing & Resources,14000,6601388
Children's Services,,Invoice,Third Party Payments,04/06/2015,NORTHUMBERLAND COUNTY COUNCIL,Revenue,1MK50,Supported Living LD,235896.49,6584224
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,NORTHUMBERLAND TYNE&WEAR NHS TRUST,Revenue,1ML09,PH - Drugs and alcohol,218189.72,6603037
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,NORTHUMBRIA COMM REHABILITATION SERVICE,Revenue,1ML09,PH - Drugs and alcohol,4640.72,6603041
Children's Services,,Invoice,Supplies & Services,09/06/2015,NORTHUMBRIA COMM REHABILITATION SERVICE,Revenue,3FE20,VAT Recoverable Account,986.54,6605126
Children's Services,,Invoice,Supplies & Services,09/06/2015,NORTHUMBRIA COMM REHABILITATION SERVICE,Revenue,3FE20,VAT Recoverable Account,920.53,6605128
Adult and Culture,,Social Services,Third Party Payments,42157,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,8532,6595172
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,406.21,6582829
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,282.13,6582853
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,406.2,6595865
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3674.18,6595878
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,5524.38,6596315
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,361.69,6596336
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,2737.73,6596348
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,510.72,6597450
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,341.65,6597451
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,439.84,6597452
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,311.02,6597453
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3857.49,6597454
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,4030.09,6597455
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,4053.82,6597456
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,5416.31,6597457
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,4752.45,6597460
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,260.37,6597606
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3188.06,6597611
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3099.62,6597612
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3707.88,6597616
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3810.67,6597619
Environment & Regeneration,,E&R Parking Services,Supplies & Services,02/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,6866.61,6597622
Environment & Regeneration,,E&R Parking Services,Supplies & Services,08/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,966.31,6576025
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,933.31,6576027
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,3768.29,6576218
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,6674.59,6578171
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,2894.06,6578173
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,4556.17,6581429
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,5300.36,6581437
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,335.43,6581513
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,4004.83,6581517
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,5072.83,6581521
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,379.43,6595297
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,412.69,6595298
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,2811.72,6595845
Environment & Regeneration,,E&R Parking Services,Supplies & Services,03/06/2015,NORTHUMBRIA HEALTHCARE NHS TRUST,Revenue,1V307,Vehicle Salary Sacrifice,4273.82,6595859
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,NORTHUMBRIA POLICE,Revenue,1ML09,PH - Drugs and alcohol,6497.12,6603021
Environment & Regeneration,,E&R Raising Participation,Supplies & Services,24/06/2015,NORTHUMBRIA UNIVERSITY,Revenue,1KLF0,Getting Ncle Active,620,6612675
Adult and Culture,,Social Services,Third Party Payments,42173,NORTHUMBRIAN WATER,Revenue,1MF01,16+ Team (YP),317.53,6593984
Chief Executive's,,CD - Legal Services,Supplies & Services,09/06/2015,NORTHUMBRIAN WATER,Revenue,1DQ99,S&M Management,310.35,6604281
Chief Executive's,,CD - Legal Services,Supplies & Services,17/06/2015,NORTHUMBRIAN WATER,Revenue,1DQ99,S&M Management,310.35,6601145
Chief Executive's,,CD - Legal Services,Supplies & Services,17/06/2015,NORTHUMBRIAN WATER,Revenue,1MD68,Legal Fees Care,310.35,6601147
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,01/06/2015,NORTHUMBRIAN WATER,Capital,2DP02,Devt Capital CC,416,6597903
Environment & Regeneration,,E&R - Technical Consultancy,Supplies & Services,01/06/2015,NORTHUMBRIAN WATER,Revenue,1KEAV,Flood Prevention,69158.48,6594309
Environment & Regeneration,,E&R - Technical Consultancy,Supplies & Services,01/06/2015,NORTHUMBRIAN WATER,Revenue,1KEAV,Flood Prevention,45966.62,6594331
Environment & Regeneration,,NS: Capital Works,Supplies & Services,02/06/2015,NORTHUMBRIAN WATER,Revenue,1KVWC,Minor Works Contracts,3286.18,6599120
Environment & Regeneration,,NS: Energy,Premises,12/06/2015,NORTHUMBRIAN WATER LIMITED,Revenue,3KS01,Water Utilities Control,71318.24,6608142
Environment & Regeneration,,NS: Energy,Premises,26/06/2015,NORTHUMBRIAN WATER LIMITED,Revenue,3KS01,Water Utilities Control,140671.64,6609368
HRA,,HRA Planning QS,Capital Expenditure,09/06/2015,NORTHUMBRIAN WATER LTD,Capital,2HE01,Capital Citywide,740,6605011
Adult and Culture,,Adult Serv Finance,Third Party Payments,42167,NORWOOD RAVENSWOOD SERVICES LTD,Revenue,1MK60,Ind Day Care LD,1455.04,6607249
Adult and Culture,,Adult Serv Finance,Third Party Payments,42177,NORWOOD RAVENSWOOD SERVICES LTD,Revenue,1MK60,Ind Day Care LD,1455.04,6615699
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,NORWOOD RAVENSWOOD SERVICES LTD,Revenue,1MK20,Residential Care LD,-319.4,6598936
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,NORWOOD RAVENSWOOD SERVICES LTD,Revenue,1MK20,Residential Care LD,-319.4,6625223
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,NORWOOD RAVENSWOOD SERVICES LTD,Revenue,1MK20,Residential Care LD,3860.4,6598936
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,NORWOOD RAVENSWOOD SERVICES LTD,Revenue,1MK20,Residential Care LD,3860.4,6625223
Adult and Culture,,Social Services,Third Party Payments,42173,NOVOTEL NEWCASTLE,Revenue,1ML03,PH - NHS Health Checks,311.46,6614158
Chief Executive's,,CD - IT Mgmt & Networks,Supplies & Services,24/06/2015,NSI TECHNOLOGY,Revenue,1CX50,Technical Refresh,3685,6613032
Environment & Regeneration,,Fleet Management System,Supplies & Services,18/06/2015,NTM-GB LTD,Revenue,3KES1,Fleetmaster Stores Account,1356.78,6594818
Environment & Regeneration,,Fleet Management System,Supplies & Services,18/06/2015,NTM-GB LTD,Revenue,1KESA,Heavy Workshop Routine Repair,276.85,6594819
Environment & Regeneration,,Allendale Rd,Supplies & Services,18/06/2015,NUAIRE HOME VENTILATION,Revenue,1KVEM,Mechanical Stand Alone Works,1099.7,6563846
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,OAK LODGE,Revenue,1MK20,Residential Care LD,-641.6,6598786
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,OAK LODGE,Revenue,1MK20,Residential Care LD,-641.6,6625113
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,OAK LODGE,Revenue,1MK20,Residential Care LD,2244.4,6598786
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,OAK LODGE,Revenue,1MK20,Residential Care LD,2244.4,6625113
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,OAKLANDS DANSHELL LTD,Revenue,1MK20,Residential Care LD,4200,6598904
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,OAKLANDS DANSHELL LTD,Revenue,1MM20,Residential Care MH,4200,6598904
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,OAKLANDS DANSHELL LTD,Revenue,1MK20,Residential Care LD,4200,6625185
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,OAKLANDS DANSHELL LTD,Revenue,1MM20,Residential Care MH,4200,6625185
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,17/06/2015,OBRIEN DEMOLITION,Revenue,1KE42,Waste Collect Trade Overhead,350,6613023
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,18/06/2015,OBRIEN DEMOLITION,Revenue,1KE42,Waste Collect Trade Overhead,305.6,6613935
Adult and Culture,,AS - Westgate AE,Supplies & Services,17/06/2015,OCN,Revenue,1EA15,Newcastle City Learning Main,1100.04,6612737
Adult and Culture,,AS - Westgate AE,Supplies & Services,19/06/2015,OCN,Revenue,1EA15,Newcastle City Learning Main,4107.89,6612782
Adult and Culture,,AS - Learning City,Supplies & Services,42159,OCR,Revenue,1EA15,Newcastle City Learning Main,257.6,6601181
Adult and Culture,,AS - Learning City,Supplies & Services,42159,OCR,Revenue,1EA15,Newcastle City Learning Main,475.8,6601193
Adult and Culture,,AS - Westgate AE,Supplies & Services,15/06/2015,OCR,Revenue,1EA15,Newcastle City Learning Main,291.4,6607297
Adult and Culture,,AS - Westgate AE,Supplies & Services,04/06/2015,OCR,Revenue,1EA15,Newcastle City Learning Main,375.9,6600517
Adult and Culture,,AS - Westgate AE,Supplies & Services,04/06/2015,OCR,Revenue,1EA15,Newcastle City Learning Main,368.6,6601129
Adult and Culture,,AS - Westgate AE,Supplies & Services,04/06/2015,OCR,Revenue,1EA15,Newcastle City Learning Main,1045.5,6601187
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,17/06/2015,OCS GROUP UK LTD T/A CANNON,Revenue,1KE42,Waste Collect Trade Overhead,9684.84,6612956
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,17/06/2015,OCS GROUP UK LTD T/A CANNON,Revenue,1KE42,Waste Collect Trade Overhead,1426,6612957
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,17/06/2015,OCS GROUP UK LTD T/A CANNON,Revenue,1KE42,Waste Collect Trade Overhead,4310.4,6612958
Chief Executive's,,CD - Markets,Supplies & Services,19/06/2015,OFFSTONE PUBLISHING,Revenue,1DR03,Grainger Market,300,6614550
Adult and Culture,,Social Services,Supplies & Services,42170,OLM SYSTEMS LTD,Revenue,1MR53,Care First,131000,6608211
Adult and Culture,,Adult Serv Capability's,Premises,24/06/2015,ON-PROPERTY,Revenue,1MW03,Capabilities,6612.5,6619885
Adult and Culture,,Adult Serv Capability's,Supplies & Services,01/06/2015,ON-PROPERTY,Revenue,1MW03,Capabilities,377.96,6588482
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,09/06/2015,ONYX INTERNET LIMITED,Capital,2N401,Capital General,3000,6605001
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,01/06/2015,OPAL CS LTD,Capital,2N401,Capital General,3000,6597769
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,25/06/2015,OPAL CS LTD,Capital,2N401,Capital General,15000,6609759
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,25/06/2015,OPAL CS LTD,Capital,2N401,Capital General,6000,6619782
Chief Executive's,,CD - IT Mgmt & Networks,Supplies & Services,03/06/2015,OPEN REALITY LTD,Revenue,1CM00,IT Management & Admin,4596,6597291
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,16/06/2015,OPENREACH (A BT GP.BUSINESS),Capital,2DP02,Devt Capital CC,812.52,6611047
HRA,,HRA Mech & Elec,Capital Expenditure,08/06/2015,OPENVIEW SECURITY SOLUTIONS LTD,Capital,2HE01,Capital Citywide,192739.19,6603102
Children's Services,,Invoice,Employees,11/06/2015,OPP LIMITED,Revenue,1FP70,Strategic HR,900,6607362
Children's Services,,Invoice,Supplies & Services,11/06/2015,OPP LIMITED,Revenue,1FP70,Strategic HR,106.5,6607362
HRA,,HRA Property Maint,Premises,08/06/2015,ORBIS PROPERTY PROTECTION LTD,Revenue,1HBTC,Planned Tech Maintenance,1439.08,6602337
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,ORCHARD CARE (NORTH EAST) LTD,Revenue,1MC22,IND Sector Foster Carer Costs,6960,6599038
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,ORCHARD CARE (NORTH EAST) LTD,Revenue,1MC22,IND Sector Foster Carer Costs,6960,6624161
Environment & Regeneration,,CW Civic Services Catering,Supplies & Services,15/06/2015,ORWAK ENVIROMENTAL SERVICES LTD,Revenue,1KF07,Banqueting Suite,418.6,6572429
Environment & Regeneration,,CW Civic Services Catering,Supplies & Services,12/06/2015,ORWAK ENVIROMENTAL SERVICES LTD,Revenue,1KF07,Banqueting Suite,418.6,6572431
Adult and Culture,,Adult Serv Apprenticeship Plus,Supplies & Services,42170,OUSEBURN FARM CHARITY LTD,Revenue,1EA56,Wellbeing Fund,3000,6608938
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,OUSEBURN TRUST,Revenue,1FC40,Cee Central Team,5890.02,6613882
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,OUTDOOR CARE LTD,Revenue,1MC02,Ind Sector Placements,15680,6599048
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,OUTDOOR CARE LTD,Revenue,1MC02,Ind Sector Placements,15680,6624168
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,OUTREACH RESIDENTIAL SERVICE,Revenue,1MM20,Residential Care MH,1845.8,6611170
Environment & Regeneration,,NS: Capital Works,Supplies & Services,08/06/2015,OWEN PUGH & CO LTD,Revenue,1KVWC,Minor Works Contracts,19074.28,6603388
Environment & Regeneration,,NS: Capital Works,Supplies & Services,19/06/2015,OWEN PUGH & CO LTD,Revenue,1KVWC,Minor Works Contracts,15000,6614703
HRA,,HRA Planning QS,Capital Expenditure,01/06/2015,OWEN PUGH & CO LTD,Capital,2HE01,Capital Citywide,21072.1,6589104
HRA,,HRA Planning QS,Supplies & Services,26/06/2015,OWEN PUGH & CO LTD,Revenue,1HRA9,HRA - Demolition Revenue Exp,533.99,6608286
Environment & Regeneration,,Fleet Management System,Supplies & Services,05/06/2015,OWEN SPRINGSLTD,Revenue,3KES1,Fleetmaster Stores Account,328.6,6587961
Environment & Regeneration,,Fleet Management System,Supplies & Services,05/06/2015,OWEN SPRINGSLTD,Revenue,3KES1,Fleetmaster Stores Account,405,6601981
Environment & Regeneration,,Fleet Management System,Supplies & Services,17/06/2015,OWEN SPRINGSLTD,Revenue,3KES1,Fleetmaster Stores Account,570,6601982
HRA,,HRA Property Maint,Premises,30/06/2015,P & N ASSOCIATES LIMITED,Revenue,1HBSP,Planned Service&Plant Maint,1591,6625056
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,2072,6581535
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,2620,6581536
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,700,6581562
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,438,6581602
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,3668,6581603
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,905,6581657
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,1890,6581658
HRA,,HRA Furniture,Capital Expenditure,09/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,900,6582537
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,375,6585227
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,924,6585228
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,964.5,6599130
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,2225,6599136
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,4256.5,6599142
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,1825,6599146
HRA,,HRA Furniture,Capital Expenditure,11/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,730,6599239
HRA,,HRA Furniture,Capital Expenditure,26/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,900,6603090
HRA,,HRA Furniture,Capital Expenditure,26/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,2555,6603092
HRA,,HRA Furniture,Capital Expenditure,26/06/2015,PALATINE BEDS,Capital,2HE01,Capital Citywide,1095,6605903
Adult and Culture,,Social Services-Care Support,Supplies & Services,42166,PANAH LTD,Revenue,1MX19,Domestic Violence,5276.6,6607196
Chief Executive's,,CD - IT Mgmt & Networks,Supplies & Services,04/06/2015,PARAGON,Revenue,1CP17,Digital Printing,3022.34,6601052
Chief Executive's,,CD - IT Mgmt & Networks,Supplies & Services,19/06/2015,PARAGON GROUP UK LTD,Revenue,1CP17,Digital Printing,600,6572161
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,PARAMOUNT CARE,Revenue,1MK50,Supported Living LD,6237,6604443
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,PARAMOUNT CARE,Revenue,1MK50,Supported Living LD,6237,6604444
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,PARAMOUNT CARE,Revenue,1MK50,Supported Living LD,5723.6,6604445
Environment & Regeneration,,Allendale Rd,Supplies & Services,15/06/2015,PARK ELECTRICAL DISTRIBUTORS LTD,Revenue,1KVEE,Electrical Stand Alone Works,310.74,6584266
Environment & Regeneration,,Allendale Rd,Supplies & Services,15/06/2015,PARK ELECTRICAL DISTRIBUTORS LTD,Revenue,1KVEE,Electrical Stand Alone Works,1639.55,6608143
Environment & Regeneration,,Allendale Rd,Supplies & Services,15/06/2015,PARK ELECTRICAL DISTRIBUTORS LTD,Revenue,1KVEE,Electrical Stand Alone Works,702.3,6608144
Environment & Regeneration,,Allendale Rd,Supplies & Services,22/06/2015,PARK ELECTRICAL DISTRIBUTORS LTD,Revenue,1KVEE,Electrical Stand Alone Works,359.55,6615819
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MG10,Nursing Care OP,-9035.18,6611145
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MG20,Residential Care OP,-3545.51,6611145
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MH10,Nursing Care PD,-397.2,6611145
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MG10,Nursing Care OP,616.56,6611000
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MG10,Nursing Care OP,9095.34,6611145
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MG20,Residential Care OP,13090.71,6611145
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MH10,Nursing Care PD,4291.64,6611145
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PARK HOUSE NURSING HOME,Revenue,1MG10,Nursing Care OP,33406.23,6611146
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PARK VIEW CARE HOME,Revenue,1MG20,Residential Care OP,-2876.16,6598855
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PARK VIEW CARE HOME,Revenue,1MG20,Residential Care OP,-1380,6625146
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PARK VIEW CARE HOME,Revenue,1MG20,Residential Care OP,7359.72,6598855
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PARK VIEW CARE HOME,Revenue,1MG20,Residential Care OP,4008.2,6625146
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PARKLANDS NURSING HOME,Revenue,1MH10,Nursing Care PD,-486.36,6598743
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PARKLANDS NURSING HOME,Revenue,1MH10,Nursing Care PD,-486.36,6625071
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PARKLANDS NURSING HOME,Revenue,1MH10,Nursing Care PD,4246,6598743
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PARKLANDS NURSING HOME,Revenue,1MH10,Nursing Care PD,4246,6625071
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PARKSIDE NORTHERN LTD T/A THE CHESTERS,Revenue,1MG20,Residential Care OP,-693.9,6598918
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PARKSIDE NORTHERN LTD T/A THE CHESTERS,Revenue,1MG20,Residential Care OP,-557.32,6625202
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PARKSIDE NORTHERN LTD T/A THE CHESTERS,Revenue,1MG20,Residential Care OP,2644.5,6598918
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PARKSIDE NORTHERN LTD T/A THE CHESTERS,Revenue,1MG20,Residential Care OP,1872,6625202
Children's Services,,Invoice,Third Party Payments,25/06/2015,PARKTHATBIKE LIMITED,Revenue,1V066,Cycling Promotion,2100,6559153
Chief Executive's,,CD - Economic Development,Capital Expenditure,29/06/2015,PARSONS BRINCKERHOFF LTD,Capital,2N401,Capital General,35240,6624095
Chief Executive's,,CD - SPAM Trading Account,Capital Expenditure,04/06/2015,PARSONS BRINCKERHOFF LTD,Capital,2FT14,Property Services,20006.5,6600965
Environment & Regeneration,,E&R Trans P&D,Capital Expenditure,10/06/2015,PARSONS BRINCKERHOFF LTD,Capital,2DP02,Devt Capital CC,3271.32,6601217
Environment & Regeneration,,NS: Asset Man,Premises,26/06/2015,PARSONS BRINCKERHOFF LTD,Revenue,1EEG1,W River CC Central Costs,1250,6622715
